image	C:/Users/avirm/Documents/Research/Image 14/AB (104).tif
intensity-scaling	0
gaussian-std	1.35
ridge-threshold	0.004
maximum-foreground	65535
minimum-foreground	0
init-z	true
snake-point-spacing	1
minimum-snake-length	14
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.006
beta	0.24
gamma	2
external-factor	2.15
stretch-factor	0.18
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
#1
0           0     253.119      160.25           0     23799.8     19486.2
0           1     252.906     159.271           0     26223.6     19377.9
0           2     252.699     158.291           0     26354.7     18880.3
0           3     252.498     157.309           0     25753.5     19145.1
0           4      252.29      156.33           0       25374     19281.2
0           5     252.061     155.354           0     26676.2     18736.5
0           6     251.804     154.386           0     28988.3     18754.2
0           7     251.523     153.425           0     30702.6     18146.4
0           8     251.222      152.47           0     33276.8     18193.3
0           9     250.896     151.522           0     34602.4     17920.2
0          10     250.542     150.585           0     32352.3     18099.5
0          11     250.175     149.654           0     31736.6     17288.3
0          12     249.789     148.729           0     33578.5     17379.1
0          13     249.391      147.81           0     33402.4     17489.8
0          14     248.982     146.895           0     34461.4     17683.5
0          15     248.567     145.984           0     32260.2       17596
0          16      248.16     145.069           0     30716.1     17629.8
0          17     247.774     144.144           0     27429.2     17275.9
0          18     247.431     143.203           0     26741.1     17097.7
0          19     247.149     142.242           0     27842.1     16551.9
0          20     246.952      141.26           0     28398.1     16589.9
0          21     246.857     140.263           0     27205.9     16347.4
0          22      246.86     139.261           0     25020.1     15797.8
0          23     246.942     138.263           0     24096.8     15409.6
0          24     247.077      137.27           0       23429       15460
0          25     247.242     136.282           0     24289.2     15881.6
0          26      247.42     135.297           0     23865.9     16151.3
0          27     247.608     134.313           0     23656.9     17101.3
0          28     247.817     133.333           0     23492.8     18153.5
0          29     248.069     132.364           0     23539.7     17556.3
0          30      248.39     131.415           0     23847.9     16899.5
0          31     248.803     130.502           0     25901.4     16856.4
0          32     249.315     129.641           0     27423.5     16854.2
0          33      249.92     128.843           0     30209.1     16486.1
0          34     250.604     128.112           0       29744     16603.8
0          35     251.349     127.443           0     27964.9     15191.2
0          36     252.142      126.83           0       25585     15654.8
0          37     252.977     126.276           0     24608.3     15532.8
0          38     253.855     125.796           0     24310.9     17865.3
0          39     254.775     125.398           0     24391.8     17964.7
0          40     255.723     125.075           0     23117.5     19325.9
0          41     256.686     124.801           0     22497.3       19690
0          42     257.655     124.548           0     23366.7     19070.1
0          43     258.626       124.3           0     24885.9     18912.5
0          44     259.596     124.052           0     26029.6     18833.5
0          45     260.567     123.804           0     26218.1     18307.8
0          46     261.539     123.563           0     26656.2     17586.6
0          47     262.515     123.337           0     28047.7       17157
0          48     263.498     123.142           0       28846     17230.3
0          49     264.489     122.997           0       30022     17697.6
0          50     265.487     122.921           0     30332.5     18244.7
0          51     266.489     122.923           0     31090.9     17899.5
0          52     267.488     122.996           0     33417.5     17684.4
0          53     268.481     123.126           0       33268     17685.2
0          54     269.469     123.292           0     32660.3     17686.8
0          55     270.453     123.477           0     34046.7     17863.5
0          56     271.435     123.675           0     36354.7     18065.9
0          57     272.415     123.886           0     38572.5     18875.5
0          58      273.39     124.116           0     40495.2     18861.8
0          59     274.359     124.366           0     41305.3     18725.9
0          60     275.324     124.636           0     43172.8       19432
0          61     276.284     124.923           0     45371.4     19930.8
0          62      277.24     125.221           0     43849.2     20265.7
0          63     278.192     125.531           0     43969.2     21175.2
0          64     279.137     125.866           0     46149.3     21499.8
0          65     280.067     126.237           0     47478.1     21068.4
0          66      280.98      126.65           0     49369.3     20849.8
0          67     281.873     127.102           0     49669.7     20663.9
0          68     282.752     127.582           0     47762.3     20934.7
0          69      283.62     128.082           0     49682.1     21110.8
0          70      284.48     128.596           0     47513.5     21848.1
0          71     285.335     129.118           0     46716.5     22278.7
0          72     286.187     129.645           0     45233.5     22781.6
0          73     287.039     130.172           0       48756     23254.9
0          74     287.892     130.697           0     49598.3     23468.5
0          75     288.746      131.22           0     51419.1     23922.7
0          76     289.602      131.74           0     54324.8     24760.2
0          77     290.457     132.262           0       58992       24532
0          78     291.308     132.791           0     63563.8     24318.4
0          79      292.15     133.332           0     64409.7     24538.1
0          80     292.988     133.881           0     65338.2     24919.8
0          81     293.826      134.43           0     64599.5     25017.8
0          82     294.674     134.964           0     64930.2     25120.7
0          83     295.533     135.479           0     61178.7     24789.2
0          84     296.404     135.974           0     62317.2     24564.3
0          85     297.283     136.453           0     57880.7     24008.1
0          86     298.168     136.922           0     56191.9     24356.1
0          87     299.055     137.388           0     52223.7     24900.1
0          88     299.941     137.856           0     49975.4     24953.7
0          89     300.818      138.34           0     48973.5     25698.9
0          90     301.677     138.855           0     48178.1     27538.5
0          91     302.509     139.412           0     48925.2     29623.9
0          92     303.317     140.005           0     51609.7     30291.4
0          93     304.113     140.613           0     46658.4     31057.9
0          94     304.914     141.214           0       42652     31753.1
0          95     305.724     141.803           0     41953.6     32552.7
0          96     306.533     142.394           0     43415.9     31635.3
0          97     307.326     143.006           0     45159.5     30409.2
0          98     308.088     143.656           0       47375     30148.9
0          99     308.809     144.351           0     49154.4     30743.6
0         100      309.49     145.085           0     48772.4     31006.9
0         101     310.134     145.853           0     48978.4     30612.8
0         102      310.74     146.651           0     49758.8     29978.3
0         103     311.304     147.478           0     49528.2     29739.3
0         104     311.817     148.338           0     48564.9     29069.7
0         105     312.268     149.233           0     47011.5       29745
0         106     312.646      150.16           0     45735.2     30923.9
0         107     312.954     151.113           0     46622.7     31858.1
0         108     313.214     152.081           0     44221.6     32171.5
0         109     313.445     153.056           0     43104.1     31472.4
0         110     313.676      154.03           0     42434.1     31538.6
0         111     313.901     155.006           0       43277       31964
0         112     314.146     155.978           0     43317.9     32086.3
0         113     314.434     156.937           0     44874.7     32628.3
0         114     314.773      157.88           0     48085.2     33055.1
0         115     315.157     158.804           0     48752.3     34925.4
0         116      315.58     159.712           0     50357.2     39974.2
0         117      316.04     160.602           0     55894.8     48076.8
