image	C:/Users/avirm/Documents/Research/Image 10/AB (51).tif
intensity-scaling	0
gaussian-std	1.35
ridge-threshold	0.005
maximum-foreground	65535
minimum-foreground	0
init-z	true
snake-point-spacing	1
minimum-snake-length	14
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.006
beta	0.23
gamma	2
external-factor	1.9
stretch-factor	0.245
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
#1
0           0     204.376     308.334           0     46327.8       34842
0           1     205.373     308.419           0     48337.8     33650.2
0           2     206.372     308.474           0     47928.5       33900
0           3     207.372      308.45           0     45604.9     35829.5
0           4     208.367     308.342           0     43152.5     34666.9
0           5     209.355     308.183           0     40304.2     32985.1
0           6     210.341     308.015           0     38467.4     33155.2
0           7      211.33     307.866           0     38632.8     33736.3
0           8     212.321     307.723           0     39839.9     34481.9
0           9     213.306     307.549           0     42501.5       36582
0          10     214.288     307.361           0     46700.7     40861.6
0          11     215.268     307.156           0     53229.2     43383.3
0          12     216.246     306.949           0     50034.3     41958.2
0          13     217.227      306.75           0     43675.9     41381.4
0          14     218.209     306.558           0     38249.7     41213.5
0          15     219.192     306.373           0     39552.3     41295.2
0          16     220.179     306.208           0     40692.1     40266.9
0          17     221.171     306.081           0     41526.6     39997.4
0          18     222.169     306.005           0     40495.8     39412.6
0          19     223.169     305.973           0     45389.2     39520.2
0          20     224.169     305.956           0     48290.3     38992.7
0          21     225.168      305.91           0       46226     37205.9
0          22     226.161     305.789           0     46167.4     35747.6
0          23     227.137     305.569           0     47203.8     34355.1
0          24     228.089      305.26           0     49227.7     33758.7
0          25      229.02     304.894           0     50572.6     33325.7
0          26     229.941     304.503           0     49459.5     32515.3
0          27      230.86     304.108           0     48693.3     32722.7
0          28     231.783     303.721           0     49199.2       33355
0          29     232.714     303.354           0     51972.1     34203.3
0          30     233.657      303.02           0     57295.1     34962.8
0          31     234.615     302.735           0     57022.1     35625.9
0          32     235.591     302.512           0     55325.8     36706.6
0          33     236.578     302.352           0       54952     38399.6
0          34     237.572     302.237           0       55621       39759
0          35     238.569     302.149           0     58179.9     40936.9
0          36     239.566     302.071           0     62397.5     42694.5
0          37     240.564     301.992           0     65082.2     43245.9
0          38      241.56     301.905           0     64989.4     44960.2
0          39     242.556     301.808           0     64721.5       44983
0          40     243.551     301.698           0       63975     43703.9
0          41     244.543      301.57           0     62445.8     43638.1
0          42      245.53     301.406           0     62849.3     42734.1
0          43     246.505     301.183           0     64244.4     43077.8
0          44     247.457     300.877           0     63714.1     43878.8
0          45     248.381     300.493           0     60479.8     43845.7
0          46      249.29     300.075           0     57467.2     42616.7
0          47      250.21     299.681           0       56931     39821.4
0          48     251.164     299.379           0     58362.1     38333.1
0          49     252.148     299.203           0     60157.2     38234.1
0          50     253.147     299.146           0     64040.3     38355.4
0          51     254.147     299.172           0     64873.8     37808.7
0          52     255.145     299.242           0     64815.6     37285.9
0          53     256.142     299.329           0     65339.3     37233.6
0          54     257.138     299.424           0       65535     37634.3
0          55     258.134     299.521           0       65535     38933.5
0          56     259.131     299.606           0       65535     43126.3
0          57      260.13     299.655           0       65535     48203.4
0          58      261.13     299.646           0       65535     52698.9
0          59     262.129     299.585           0       65535     48755.8
0          60     263.125     299.496           0       65535     41470.9
0          61     264.121     299.401           0       65535       37538
0          62     265.117     299.305           0       65535     35221.5
0          63     266.113     299.205           0       65535     34673.9
0          64     267.107     299.097           0       65535     34663.6
0          65     268.101     298.983           0       65535     34552.9
0          66     269.095      298.87           0       65535     34683.9
0          67      270.09     298.761           0       65535     34451.4
0          68     271.084     298.652           0       65535     34676.1
0          69     272.079     298.541           0       65535     34985.9
0          70     273.073     298.429           0       65535     35257.2
0          71     274.067      298.32           0       65535     36036.6
0          72     275.063     298.222           0       65535     36505.7
0          73      276.06     298.139           0       65535     38498.5
0          74     277.058     298.075           0       65535     41039.2
0          75     278.058     298.027           0       65535     43877.7
0          76     279.057     297.985           0       65535     44083.4
0          77     280.057     297.937           0       65535     42135.7
0          78     281.055     297.873           0       65535     39892.4
0          79     282.052      297.79           0       65535     38958.2
0          80     283.047     297.685           0       65535     37961.1
0          81     284.039     297.554           0       65535     37670.2
0          82     285.027     297.395           0       65535     37240.7
