image	C:/Users/avirm/Documents/Research/Image 13/BB (18).tif
intensity-scaling	0
gaussian-std	1.35
ridge-threshold	0.005
maximum-foreground	65535
minimum-foreground	0
init-z	true
snake-point-spacing	1
minimum-snake-length	15
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.006
beta	0.24
gamma	2
external-factor	2.05
stretch-factor	0.18
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
#0
0           0     461.819     265.867           0     30093.5     13363.6
0           1     462.684     266.374           0     29049.8     12799.8
0           2     463.608     266.764           0     28360.1     11479.7
0           3     464.548     267.114           0     27831.1     10831.4
0           4      465.49      267.46           0     27072.6     10788.4
0           5     466.431     267.807           0     27606.3     10529.5
0           6     467.373     268.153           0     26098.3     10858.3
0           7     468.318     268.488           0       25606     10551.5
0           8     469.268     268.809           0     26445.9     10949.8
0           9     470.221     269.124           0     27911.6     11138.9
0          10     471.173     269.439           0     28179.3     10880.9
0          11     472.122     269.765           0       29761     11077.7
0          12     473.065     270.105           0     29524.6       10917
0          13     474.006     270.454           0     26776.8     11412.9
0          14     474.945     270.806           0     28477.7     11444.4
0          15     475.883      271.16           0     28925.7     11483.8
0          16      476.82     271.519           0     27873.6     11234.3
0          17     477.756     271.879           0     27546.5     11159.8
0          18     478.701     272.217           0     26192.3     9904.47
0          19     479.673     272.464           0     25867.2     8015.05
0          20     480.675     272.507           0     26980.4      7334.7
0          21     481.621     272.185           0     26208.8     8922.81
0          22     482.343     271.493           0     20028.2     14914.6
0          23     482.829     270.617           0     14568.6     12695.8
0          24     483.161      269.67           0     12039.6     11704.6
0          25     483.423     268.702           0     11111.6       10750
0          26     483.666     267.729           0     10231.3     9973.91
0          27     483.916     266.758           0     10183.1     9697.41
0          28     484.191     265.793           0     9706.98     9637.29
0          29      484.49     264.836           0     9617.36     9205.98
0          30     484.815     263.887           0     9296.68     9024.12
0          31     485.153     262.942           0     8577.48     8714.42
0          32     485.502     262.002           0     8825.03      8652.5
0          33     485.852     261.062           0     7242.95     8374.32
0          34     486.207     260.124           0     8775.65     8278.34
0          35     486.561     259.185           0     8571.39     8506.33
0          36      486.92     258.248           0     8282.93     8205.73
0          37      487.28     257.312           0     8094.89     8042.99
0          38     487.645     256.378           0      8314.7     7768.82
0          39     488.001      255.44           0     7789.34     7611.67
0          40     488.336     254.495           0     7182.48     7600.91
0          41     488.626     253.535           0     7390.63     6596.19
0          42     488.855     252.558           0     7735.46      6049.1
