image	C:/Users/avirm/Documents/Research/Image 11/AB (68).tif
intensity-scaling	0
gaussian-std	1.35
ridge-threshold	0.005
maximum-foreground	65535
minimum-foreground	0
init-z	true
snake-point-spacing	1
minimum-snake-length	15
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.006
beta	0.24
gamma	2
external-factor	2.05
stretch-factor	0.18
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
#1
0           0     159.892      358.38           0     15212.5     13212.9
0           1     159.242     359.146           0     16508.9     12705.4
0           2     158.589     359.909           0     16304.7     12047.1
0           3      157.92     360.659           0     16121.8     12452.6
0           4     157.225     361.383           0     15039.6     12915.3
0           5     156.502     362.081           0     14690.7     13330.6
0           6     155.771      362.77           0     14781.6     13033.9
0           7      155.06      363.48           0     14953.8     12910.2
0           8     154.394     364.232           0     15277.8       12654
0           9     153.781     365.028           0     13863.3     12393.4
0          10     153.216     365.859           0       14939     12117.3
0          11     152.697     366.719           0     15473.5     11894.4
0          12     152.187     367.584           0       16712     12072.9
0          13     151.667     368.444           0     17994.7     12003.7
0          14     151.122     369.287           0     18933.8     11946.3
0          15     150.559      370.12           0     17424.4     12051.4
0          16     150.007     370.959           0     15471.6     12098.9
0          17       149.5     371.826           0     15017.3     12001.3
0          18     149.072     372.735           0     15640.3     12103.3
0          19     148.754     373.688           0     14498.9     12258.9
0          20     148.561     374.674           0     13459.4     12206.6
0          21     148.488     375.676           0     13255.8     12227.5
0          22     148.518      376.68           0     12599.2     12134.9
0          23     148.624     377.679           0     12384.5     12159.8
0          24     148.785      378.67           0     12381.2     11219.7
0          25     148.993     379.653           0     13383.1     10495.3
0          26     149.261     380.621           0       13938      9414.1
0          27     149.612     381.562           0       14214     8550.21
0          28     150.081      382.45           0     15822.6     7670.39
0          29     150.697     383.243           0     19995.9     6881.63
0          30     151.465      383.89           0     24250.2     7305.67
0          31     152.353     384.359           0     26795.5     8496.05
0          32     153.308     384.669           0     28263.8     10282.2
0          33     154.294     384.862           0     29032.5     12496.8
0          34     155.292     384.972           0     31478.6     15678.9
0          35     156.296     385.013           0     34894.7     18501.9
0          36       157.3     384.982           0     37484.5     18674.1
0          37     158.299     384.878           0     39336.7     17506.2
0          38     159.291     384.722           0       37621     17672.5
0          39     160.282     384.558           0     35208.1     18505.7
0          40     161.277     384.417           0     33382.1     20559.1
0          41     162.276     384.307           0     32838.7     20813.2
0          42     163.276     384.215           0     31079.7     20242.1
0          43     164.276     384.124           0     30112.1       20019
0          44     165.276     384.022           0     30879.5     20365.1
0          45     166.274     383.907           0     30795.8     19282.2
0          46      167.27     383.777           0     29703.3     18746.4
0          47     168.263     383.628           0     29235.8     18461.7
0          48     169.254     383.459           0     30329.7     18292.1
0          49     170.241     383.275           0     35832.7     18496.1
0          50     171.228     383.089           0     41255.5     18614.7
0          51     172.218      382.92           0     39851.7     19284.2
0          52     173.214     382.783           0     38289.4       20281
0          53     174.213     382.685           0     33450.9     21086.4
0          54     175.217      382.63           0     30367.5     20345.5
0          55     176.221     382.615           0     29271.4     20016.7
0          56     177.225      382.63           0     27451.2     21000.3
0          57      178.23     382.659           0     25349.4     21391.7
0          58     179.234      382.69           0     25107.4     21132.6
0          59     180.238      382.72           0     26405.7     20559.9
0          60     181.242     382.752           0       26483     19414.5
0          61     182.245     382.801           0     25932.6     18091.4
0          62     183.247     382.879           0     24540.1     17998.3
0          63     184.245     382.992           0     24466.8     18436.9
0          64     185.238     383.147           0     23710.2     18943.1
0          65     186.224     383.339           0     22797.1     19319.2
0          66     187.204     383.558           0     23036.9     19231.2
0          67     188.184     383.781           0     23239.4     19617.2
0          68     189.168     383.982           0     23659.6     19794.7
0          69     190.161     384.129           0     25755.4     19427.4
0          70     191.163     384.201           0     25318.8     18698.4
0          71     192.168     384.196           0       25209     18926.8
0          72     193.171      384.14           0     25520.3     18617.3
0          73     194.173     384.061           0     28332.8       18297
0          74     195.174     383.983           0     30195.4     18658.4
0          75     196.176     383.916           0       30997     19453.5
0          76     197.179      383.86           0       31653       19893
0          77     198.183     383.811           0     31862.5     20753.4
0          78     199.186     383.759           0     33079.3     21127.6
0          79     200.188     383.694           0     34726.5     20897.9
0          80      201.19     383.612           0       33746     20252.9
0          81     202.189     383.513           0     32633.6     19853.4
0          82     203.188     383.403           0     31529.1     19649.4
0          83     204.186     383.289           0     31543.4     20142.7
0          84     205.185     383.184           0     32840.2     21931.4
0          85     206.186     383.103           0     33465.4     23661.8
0          86      207.19     383.056           0     34569.6     24223.4
0          87     208.194     383.033           0     37093.8     26216.7
0          88     209.198     383.002           0     39217.9     29158.4
0          89     210.198     382.907           0       40388     29332.4
0          90     211.183     382.711           0     39263.1     25412.9
0          91     212.144     382.417           0     40095.2     24672.6
0          92     213.087     382.071           0     41726.5       25696
0          93     214.036     381.741           0     43704.5     27429.7
0          94     215.014     381.514           0       45032     28820.7
0          95     216.018     381.482           0     43634.6     30424.6
0          96     216.997     381.708           0     40674.9     29418.1
0          97     217.873       382.2           0     40536.3     28417.6
0          98     218.605     382.887           0     41803.3     32727.4
0          99     219.202     383.695           0       42557     32372.3
0         100      219.73      384.55           0     43691.8     28395.5
0         101     220.271     385.396           0       43260     28460.6
