image	C:/Users/avirm/Documents/Research/Image 20/AB (31).tif
intensity-scaling	0
gaussian-std	1.2
ridge-threshold	0.0036
maximum-foreground	65535
minimum-foreground	0
init-z	true
snake-point-spacing	1
minimum-snake-length	12
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.006
beta	0.26
gamma	2
external-factor	2.4
stretch-factor	0.12
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
#1
0           0       71.32     259.339           0       37939     17592.1
0           1     72.2844     259.075           0     37593.2     17482.4
0           2     73.2562     258.839           0     35652.6     17398.3
0           3     74.2413     258.668           0     35494.9     17677.7
0           4     75.2364     258.569           0     34509.5     18557.8
0           5     76.2357     258.534           0     32949.5     19120.7
0           6     77.2356     258.545           0     31720.9     19372.5
0           7     78.2343     258.596           0     31554.7       19837
0           8     79.2313     258.674           0     32471.2       19383
0           9      80.229      258.74           0     31787.4     19253.4
0          10     81.2289     258.753           0     31503.5     18803.1
0          11     82.2281     258.715           0     30040.4       18796
0          12     83.2198     258.587           0     27020.6     19417.4
0          13     84.1954     258.368           0     25850.8     19607.2
0          14     85.1527     258.079           0     27108.7     20115.4
0          15     86.1022     257.765           0     27694.9     19502.6
0          16      87.058     257.471           0     29110.7     19529.9
0          17      88.028     257.228           0     32715.1     19814.2
0          18     89.0125     257.053           0     36243.2     19750.2
0          19     90.0064     256.944           0     39506.5     20243.9
0          20     91.0046     256.883           0     38975.7     20577.5
0          21      92.004     256.852           0     37992.8     21146.4
0          22     93.0039     256.839           0     37683.6     21118.7
0          23     94.0039      256.84           0     39214.2     21278.2
0          24     95.0038     256.856           0     40419.1     21589.1
0          25     96.0029     256.897           0     39074.2     21717.8
0          26     97.0004     256.967           0     39269.5     21454.5
0          27     97.9958     257.063           0     40946.2     20874.6
0          28     98.9903     257.167           0     40432.3     20898.7
0          29     99.9862     257.257           0     40904.1       21713
0          30     100.985     257.306           0     43023.6     22651.8
0          31     101.985     257.306           0     44439.1     23274.7
0          32     102.984     257.271           0     44773.4     23920.8
