image	C:/Users/avirm/Documents/Research/Image 16/AB (24).tif
intensity-scaling	0
gaussian-std	1.35
ridge-threshold	0.0038
maximum-foreground	65535
minimum-foreground	0
init-z	true
snake-point-spacing	1
minimum-snake-length	12
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.006
beta	0.24
gamma	2
external-factor	2.2
stretch-factor	0.15
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
#1
0           0     222.277     172.222           0     22533.5     15878.2
0           1     223.176      171.81           0     24342.4     15473.3
0           2     224.077     171.402           0     25890.5     15243.6
0           3     224.981     171.002           0     26004.2     15241.6
0           4     225.891     170.617           0     25215.1     14981.9
0           5     226.807     170.244           0     24203.3       14647
0           6     227.725     169.877           0     23694.5     14544.4
0           7     228.643      169.51           0     23860.1     14869.6
0           8     229.559     169.138           0     25292.9     14665.8
0           9     230.472      168.76           0     26997.4     14752.4
0          10     231.385      168.38           0     27997.5     14583.8
0          11     232.295     167.992           0     27882.3     14773.8
0          12     233.203     167.603           0     25904.1     14580.7
0          13     234.114     167.219           0     25740.5     14495.1
0          14     235.031     166.848           0     25495.7     14484.9
0          15     235.957     166.504           0     25143.9     14293.2
0          16     236.895     166.191           0     23992.9     14068.4
0          17     237.844     165.913           0     23598.7     14409.9
0          18     238.803     165.674           0     22537.8     14756.3
0          19     239.771     165.473           0     21972.8     15106.7
0          20     240.745     165.304           0       20237     14516.2
0          21     241.724     165.161           0     21145.8     14675.5
0          22     242.705     165.044           0     22000.1     14904.7
0          23      243.69     164.958           0     21699.9     14989.9
0          24     244.677     164.905           0     22062.7     14690.1
0          25     245.666     164.884           0     22643.4     14780.9
0          26     246.654     164.892           0     23119.7     14770.5
0          27     247.642     164.926           0     21732.2     14690.6
0          28     248.629     164.985           0       21191     14775.2
0          29     249.615     165.067           0     21350.7     15325.7
0          30     250.597     165.174           0     20463.1     15644.7
0          31     251.578     165.299           0     19519.9     15487.3
0          32     252.556     165.447           0     19628.4       15486
0          33     253.532     165.604           0     19916.9     15817.4
0          34     254.508     165.757           0     20501.6     15875.1
0          35     255.485     165.913           0     21242.9     15815.8
0          36     256.459     166.078           0     21838.8     16314.7
0          37     257.433     166.253           0     22187.5     16956.7
0          38     258.405     166.432           0     21971.3     18009.9
0          39     259.377     166.609           0     21538.9       18073
0          40      260.35     166.785           0       20795     18981.8
#1
1           0     434.002     49.1802           0           0           0
1           1     433.299     49.8895           0     9057.44           0
1           2     432.587     50.5893           0     12583.6           0
1           3     431.848     51.2607           0     12859.8     2630.82
1           4     431.077     51.8952           0     12545.2     5194.39
1           5     430.294     52.5146           0     12787.3      6348.6
1           6     429.532       53.16           0     13294.3     6449.46
1           7     428.831     53.8711           0     13821.4     8662.35
1           8     428.225      54.664           0     15543.1     10148.2
1           9     427.722     55.5262           0     14892.6     12620.4
1          10     427.306     56.4341           0     13958.9     12326.8
1          11     426.957     57.3697           0       14943     12206.9
1          12     426.666     58.3246           0       15555     11911.4
1          13     426.405     59.2884           0       15195     11819.2
1          14      426.16     60.2565           0     15571.6       12462
1          15     425.921     61.2259           0     17359.7     12226.9
1          16     425.685      62.196           0     17519.2     12296.2
1          17     425.453     63.1673           0     18402.2       12389
1          18     425.231     64.1408           0     18770.5     12438.7
1          19     425.026      65.118           0     21775.9     12522.9
1          20     424.847     66.1004           0     21513.6     13007.5
1          21     424.703     67.0884           0     21522.1     13247.4
1          22     424.594     68.0809           0       22192     13066.6
1          23     424.517     69.0765           0     21221.5     13283.9
1          24     424.465     70.0736           0     21001.2     13535.3
1          25     424.433     71.0716           0     20657.2     14228.9
1          26     424.415     72.0699           0     23091.2     15103.3
1          27     424.402     73.0683           0     21890.8     14685.4
1          28     424.379     74.0666           0     22979.9     14948.9
1          29     424.327     75.0637           0     22897.1     14807.4
1          30     424.233     76.0578           0     23498.4     14791.2
1          31     424.099     77.0472           0     24929.4     15321.8
1          32     423.939     78.0328           0     27888.2     15433.9
1          33     423.774     79.0176           0     27880.3     15634.1
1          34     423.624     80.0048           0     28850.6     15709.2
1          35     423.501     80.9956           0     31268.5     16123.3
1          36     423.405     81.9895           0     31709.9     16159.6
1          37     423.329     82.9851           0     34283.5     15840.5
1          38     423.258     83.9811           0     36486.7     16035.9
1          39     423.169     84.9757           0     36209.7     16809.6
1          40      423.05     85.9669           0     35268.1     16609.9
1          41     422.903     86.9546           0     35547.7     16340.9
1          42     422.744     87.9405           0     35071.8     16613.1
1          43     422.585     88.9262           0     37474.7     16803.4
1          44     422.426      89.912           0     38084.7     16926.1
1          45     422.259     90.8964           0     38790.6     16985.9
1          46     422.075     91.8778           0       38260     17661.6
1          47     421.876     92.8561           0     38727.4     18792.9
1          48     421.668     93.8327           0     35004.9     18854.7
1          49     421.454     94.8082           0     32822.4     18746.4
1          50     421.236     95.7824           0     33220.6     18177.3
1          51      421.01     96.7552           0     37428.8     18042.8
1          52     420.777      97.726           0     40243.9     18069.8
1          53     420.527     98.6928           0     41201.8     17917.4
1          54     420.253      99.653           0     42932.9     18361.1
1          55     419.956     100.606           0     43485.2     18453.1
1          56     419.654     101.558           0     43529.1     18982.2
1          57     419.349     102.509           0     46465.5     19667.4
1          58     419.035     103.457           0     50236.5     20712.2
1          59     418.701     104.398           0     48840.7     21051.9
1          60     418.313     105.317           0     48030.2     21667.4
1          61     417.837     106.195           0     45173.5     20830.8
1          62     417.278     107.023           0     42804.2     21165.1
1          63      416.66     107.807           0     41664.2     22031.1
1          64     416.011     108.565           0     41521.5     22428.7
1          65     415.349     109.313           0     40933.7     22709.2
1          66     414.685     110.059           0       38248     23716.4
#1
2           0     266.644     182.305           0     59152.2     13623.6
2           1     267.249     181.512           0     61472.9     14368.2
2           2      267.83       180.7           0     62451.9     17420.3
2           3     268.377     179.866           0     63989.8     23912.5
2           4       268.9     179.016           0     65444.3     25352.7
2           5     269.422     178.166           0     63034.7     27852.9
2           6     269.953     177.321           0     63875.7     27822.1
2           7     270.503     176.489           0     61897.5     27328.6
2           8     271.074     175.671           0       63402     26683.8
2           9     271.669     174.869           0     62926.2     25646.3
2          10     272.289     174.088           0     64195.4     24316.3
2          11     272.931     173.324           0     64487.7     23632.6
2          12     273.588     172.573           0     63223.4     22869.4
2          13     274.253     171.829           0     63901.4     23440.4
2          14     274.919     171.086           0     64016.1     23448.1
2          15     275.584     170.342           0     62293.6     22844.3
2          16     276.247     169.597           0     62299.8     22320.1
2          17     276.912     168.852           0     63075.5     22078.1
2          18     277.585     168.115           0     61811.4     21934.7
2          19     278.263     167.384           0     59799.8     22161.9
2          20     278.944     166.655           0     62233.4     21496.3
2          21     279.629     165.929           0     63157.7     21861.7
2          22     280.321      165.21           0     62274.4     22861.9
2          23     281.018     164.496           0     65058.1     23151.4
2          24     281.719     163.786           0     64242.3     24074.3
2          25     282.426     163.082           0     62166.7     23939.8
2          26     283.132     162.377           0     62253.1     22361.8
2          27     283.833     161.667           0     61784.3       22132
2          28     284.529     160.952           0       60500     22490.4
2          29     285.223     160.235           0       57669     22865.4
2          30     285.915     159.516           0     54033.9     22288.6
2          31     286.611     158.801           0     50621.8     21224.8
2          32     287.313     158.092           0     49438.4     20307.4
2          33     288.021     157.389           0     47617.5     20269.4
2          34     288.734     156.691           0     46113.8     19636.9
2          35     289.453     155.999           0     46782.3       19729
2          36     290.175      155.31           0       48979     19273.6
2          37     290.894     154.619           0     49489.1       19129
2          38     291.606      153.92           0     46546.1     19121.5
2          39     292.306     153.209           0     45766.3     19169.9
2          40      292.99     152.482           0     48397.7     18914.1
